311.866, 129.492, 3.555,  3.646 False
311.747, 129.493, 3.588,  3.679 False
311.626, 129.493, 3.621,  3.712 False
311.505, 129.493, 3.654,  3.745 False
311.382, 129.493, 3.687,  3.778 False
311.258, 129.493, 3.720,  3.811 False
311.134, 129.493, 3.753,  3.844 False
311.008, 129.493, 3.786,  3.877 False
310.881, 129.493, 3.819,  3.910 False
310.753, 129.493, 3.852,  3.943 False
310.623, 129.493, 3.884,  3.976 False
310.493, 129.493, 3.916,  4.009 False
310.362, 129.493, 3.947,  4.042 False
310.230, 129.493, 3.978,  4.075 False
310.096, 129.493, 4.010,  4.108 False
309.962, 129.493, 4.040,  4.141 False
309.826, 129.493, 4.072,  4.174 False
309.690, 129.493, 4.103,  4.207 False
309.552, 129.493, 4.134,  4.240 False
309.414, 129.493, 4.165,  4.273 False
309.274, 129.493, 4.196,  4.306 False
309.133, 129.493, 4.228,  4.339 False
308.992, 129.493, 4.259,  4.372 False
308.849, 129.493, 4.290,  4.405 False
308.705, 129.493, 4.322,  4.438 False
308.560, 129.493, 4.353,  4.471 False
308.414, 129.493, 4.385,  4.504 False
308.267, 129.494, 4.416,  4.537 False
308.119, 129.494, 4.447,  4.570 False
307.970, 129.494, 4.478,  4.603 False
307.820, 129.494, 4.509,  4.636 False
307.669, 129.494, 4.540,  4.669 False
307.517, 129.494, 4.571,  4.702 False
307.364, 129.494, 4.602,  4.735 False
307.210, 129.494, 4.633,  4.768 False
307.055, 129.494, 4.664,  4.801 False
306.898, 129.494, 4.694,  4.834 False
306.741, 129.494, 4.725,  4.867 False
306.583, 129.498, 4.746,  4.900 False
306.424, 129.505, 4.773,  4.933 False
306.265, 129.513, 4.807,  4.966 False
306.104, 129.521, 4.841,  4.999 False
305.942, 129.531, 4.874,  5.032 False
305.779, 129.542, 4.906,  5.065 False
305.615, 129.554, 4.935,  5.098 False
305.450, 129.567, 4.968,  5.131 False
305.284, 129.581, 4.998,  5.164 False
305.117, 129.596, 5.031,  5.197 False
304.949, 129.612, 5.061,  5.230 False
304.780, 129.629, 5.093,  5.263 False
304.611, 129.648, 5.123,  5.296 False
304.440, 129.667, 5.153,  5.329 False
304.269, 129.687, 5.172,  5.362 False
304.098, 129.708, 5.185,  5.395 False
303.927, 129.731, 5.189,  5.428 False
303.755, 129.753, 5.189,  5.461 False
303.584, 129.775, 5.197,  5.494 False
303.412, 129.798, 5.211,  5.527 False
303.239, 129.821, 5.232,  5.560 False
303.066, 129.845, 5.260,  5.593 False
302.891, 129.870, 5.293,  5.626 False
302.716, 129.896, 5.330,  5.659 False
302.539, 129.921, 5.371,  5.692 False
302.360, 129.946, 5.413,  5.725 False
302.180, 129.972, 5.454,  5.758 False
301.999, 129.999, 5.495,  5.791 False
301.817, 130.026, 5.536,  5.824 False
301.633, 130.054, 5.576,  5.857 False
301.449, 130.084, 5.615,  5.890 False
301.263, 130.115, 5.654,  5.923 False
301.076, 130.147, 5.693,  5.956 False
300.888, 130.180, 5.731,  5.989 False
300.699, 130.214, 5.768,  6.022 False
300.510, 130.249, 5.803,  6.055 False
300.318, 130.284, 5.842,  6.088 False
300.126, 130.318, 5.878,  6.121 False
299.932, 130.353, 5.912,  6.154 False
299.737, 130.387, 5.946,  6.187 False
299.541, 130.422, 5.980,  6.220 False
299.344, 130.457, 6.014,  6.253 False
299.146, 130.492, 6.047,  6.286 False
298.946, 130.527, 6.080,  6.319 False
298.746, 130.564, 6.114,  6.352 False
298.545, 130.601, 6.147,  6.385 False
298.343, 130.638, 6.180,  6.418 False
298.139, 130.675, 6.213,  6.451 False
297.935, 130.713, 6.246,  6.484 False
297.729, 130.751, 6.277,  6.517 False
297.523, 130.789, 6.310,  6.550 False
297.315, 130.827, 6.342,  6.583 False
297.106, 130.866, 6.374,  6.616 False
